"Year","Month","MonitoringLocation","SampleDate","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","oysteryear","WTEMP","Day"
1991,"Oct","ET4.2",1991-10-02,13.46,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97","3.44827586206897",1991,19.8,"02"
1991,"Oct","ET4.2",1991-10-02,13.46,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.32692307692308",1991,19.8,"02"
1991,"Oct","ET5.1",1991-10-02,1.01,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","2.65",1991,20.8,"02"
1991,"Oct","ET5.1",1991-10-02,1.01,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97","2.8448275862069",1991,20.8,"02"
1991,"Oct","ET6.2",1991-10-16,9.4,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"27","2.875",1991,17.1,"16"
1991,"Oct","LE2.2",1991-10-01,15.88,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","2.74",1991,21.3,"01"
1991,"Oct","RET3.1",1991-10-08,9,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","2.83333333333333",1991,18.02,"08"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80","2.8",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","3.08333333333333",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","3.62",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27","2.525",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20","1.66666666666667",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","3.75",1991,24.3,"05"
1991,"Sep","CB3.2",1991-09-05,12.59,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","2.91666666666667",1991,24.3,"05"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","3.57857142857143",1991,25.3,"04"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","4.06666666666667",1991,25.3,"04"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23","0.857142857142857",1991,25.3,"04"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","3.96153846153846",1991,25.3,"04"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97","3.03448275862069",1991,25.3,"04"
1991,"Sep","CB3.3W",1991-09-04,14.66,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","2.1",1991,25.3,"04"
1991,"Sep","EE2.2",1991-09-04,16.43,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.06666666666667",1991,24.6,"04"
1991,"Sep","EE3.0",1991-09-19,15.81,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"60","2",1991,26.7,"19"
1991,"Sep","EE3.0",1991-09-19,15.81,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"97","2.70689655172414",1991,26.7,"19"
1991,"Sep","EE3.1",1991-09-05,16.29,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"73","2.70454545454545",1991,25.2,"05"
1991,"Sep","EE3.1",1991-09-05,16.29,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","3.8",1991,25.2,"05"
1991,"Sep","EE3.1",1991-09-05,16.29,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.66666666666667",1991,25.2,"05"
1991,"Sep","EE3.1",1991-09-05,16.29,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","3.32142857142857",1991,25.2,"05"
1991,"Sep","ET4.2",1991-09-04,13.26,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97","3.44827586206897",1991,24.8,"04"
1991,"Sep","ET4.2",1991-09-04,13.26,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94","3.68965517241379",1991,24.8,"04"
1991,"Sep","ET4.2",1991-09-04,13.26,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.32692307692308",1991,24.8,"04"
1991,"Sep","ET4.2",1991-09-04,13.26,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.66666666666667",1991,24.8,"04"
1991,"Sep","ET4.2",1991-09-04,13.26,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","3.53333333333333",1991,24.8,"04"
1991,"Sep","ET5.1",1991-09-04,0.56,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97","2.8448275862069",1991,25.4,"04"
1991,"Sep","ET5.1",1991-09-04,0.56,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","2.65",1991,25.4,"04"
1991,"Sep","ET6.2",1991-09-19,9.4,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"27","2.875",1991,26.5,"19"
1991,"Sep","LE2.2",1991-09-03,15.68,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","2.74",1991,25.2,"03"
1991,"Sep","RET3.1",1991-09-10,9.5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","2.83333333333333",1991,25.24,"10"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","1.95652173913043",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","2.63636363636364",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","2.75",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","3.00877192982456",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","2.67391304347826",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1992,7.3,"01"
1992,"Apr","CB3.2",1992-04-01,4.18,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1992,7.3,"01"
1992,"Apr","CB3.3W",1992-04-15,10.04,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"87","3.82692307692308",1992,10.7,"15"
1992,"Apr","CB3.3W",1992-04-15,10.04,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"80","3.09433962264151",1992,10.7,"15"
1992,"Apr","CB3.3W",1992-04-15,10.04,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","3.51666666666667",1992,10.7,"15"
1992,"Apr","CB3.3W",1992-04-15,10.04,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"97","4.31034482758621",1992,10.7,"15"
1992,"Apr","CB3.3W",1992-04-15,10.04,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100","3.3",1992,10.7,"15"
1992,"Apr","EE2.2",1992-04-01,16.22,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","3.08",1992,8,"01"
1992,"Apr","EE3.0",1992-04-16,15.34,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"100","2.98333333333333",1992,12.8,"16"
1992,"Apr","EE3.0",1992-04-16,15.34,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","2.8448275862069",1992,12.8,"16"
1992,"Apr","EE3.1",1992-04-16,16.43,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","3.25862068965517",1992,12,"16"
1992,"Apr","EE3.1",1992-04-16,16.43,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.25",1992,12,"16"
1992,"Apr","EE3.1",1992-04-16,16.43,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","3",1992,12,"16"
1992,"Apr","EE3.1",1992-04-16,16.43,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","2.3695652173913",1992,12,"16"
1992,"Apr","ET4.2",1992-04-15,10.04,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.66666666666667",1992,11.5,"15"
1992,"Apr","ET4.2",1992-04-15,10.04,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"80","2.97916666666667",1992,11.5,"15"
1992,"Apr","ET4.2",1992-04-15,10.04,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","4.03448275862069",1992,11.5,"15"
1992,"Apr","ET4.2",1992-04-15,10.04,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","3.48",1992,11.5,"15"
1992,"Apr","ET5.1",1992-04-14,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","2.97368421052632",1992,15,"14"
1992,"Apr","ET5.2",1992-04-14,11.54,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","3.13333333333333",1992,12.2,"14"
1992,"Apr","ET6.2",1992-04-16,7.06,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","2.63414634146341",1992,13,"16"
1992,"Apr","LE2.2",1992-04-13,14.93,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","3.66666666666667",1992,9.4,"13"
1992,"Apr","RET3.1",1992-04-08,8.5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"23","3.28571428571429",1992,10.6,"08"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","3.00877192982456",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","2.67391304347826",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","2.63636363636364",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","1.95652173913043",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","2.75",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1992,25.5,"13"
1992,"Aug","CB3.2",1992-08-13,6.87,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1992,25.5,"13"
1992,"Aug","CB3.3W",1992-08-12,8.12,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"80","3.09433962264151",1992,26.4,"12"
1992,"Aug","CB3.3W",1992-08-12,8.12,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"87","3.82692307692308",1992,26.4,"12"
1992,"Aug","CB3.3W",1992-08-12,8.12,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"97","4.31034482758621",1992,26.4,"12"
1992,"Aug","CB3.3W",1992-08-12,8.12,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","3.51666666666667",1992,26.4,"12"
1992,"Aug","CB3.3W",1992-08-12,8.12,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100","3.3",1992,26.4,"12"
1992,"Aug","EE2.2",1992-08-11,14.53,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","3.08",1992,26.8,"11"
1992,"Aug","EE3.0",1992-08-13,15.47,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","2.8448275862069",1992,26.7,"13"
1992,"Aug","EE3.0",1992-08-13,15.47,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"100","2.98333333333333",1992,26.7,"13"
1992,"Aug","EE3.1",1992-08-13,16.22,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","3.25862068965517",1992,26.7,"13"
1992,"Aug","EE3.1",1992-08-13,16.22,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","3",1992,26.7,"13"
1992,"Aug","EE3.1",1992-08-13,16.22,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.25",1992,26.7,"13"
1992,"Aug","EE3.1",1992-08-13,16.22,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","2.3695652173913",1992,26.7,"13"
1992,"Aug","ET4.2",1992-08-11,10.37,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"80","2.97916666666667",1992,27,"11"
1992,"Aug","ET4.2",1992-08-11,10.37,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","3.48",1992,27,"11"
1992,"Aug","ET4.2",1992-08-11,10.37,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","4.03448275862069",1992,27,"11"
1992,"Aug","ET4.2",1992-08-11,10.37,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.66666666666667",1992,27,"11"
1992,"Aug","ET5.1",1992-08-11,2.93,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","2.97368421052632",1992,27.3,"11"
1992,"Aug","ET5.2",1992-08-11,12.59,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","3.13333333333333",1992,26.7,"11"
1992,"Aug","ET6.2",1992-08-13,9.4,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","2.63414634146341",1992,26.8,"13"
1992,"Aug","LE2.2",1992-08-10,12.13,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","3.66666666666667",1992,26.4,"10"
1992,"Aug","RET3.1",1992-08-11,6.2,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"23","3.28571428571429",1992,27.4,"11"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","2.63636363636364",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","3.00877192982456",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","2.75",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","1.95652173913043",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","2.67391304347826",1993,5.6,"09"
1992,"Dec","CB3.2",1992-12-09,8.76,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1993,5.6,"09"
1992,"Dec","EE2.2",1992-12-08,13.73,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","3.08",1993,4.8,"08"
1992,"Dec","EE3.0",1992-12-15,15.34,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"100","2.98333333333333",1993,4.8,"15"
1992,"Dec","EE3.0",1992-12-15,15.34,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","2.8448275862069",1993,4.8,"15"
1992,"Dec","EE3.1",1992-12-15,16.7,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","2.3695652173913",1993,5.4,"15"
1992,"Dec","EE3.1",1992-12-15,16.7,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","3.25862068965517",1993,5.4,"15"
1992,"Dec","EE3.1",1992-12-15,16.7,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.25",1993,5.4,"15"
1992,"Dec","EE3.1",1992-12-15,16.7,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","3",1993,5.4,"15"
1992,"Dec","ET4.2",1992-12-08,7.4,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","4.03448275862069",1993,5,"08"
1992,"Dec","ET4.2",1992-12-08,7.4,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"80","2.97916666666667",1993,5,"08"
1992,"Dec","ET4.2",1992-12-08,7.4,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","3.48",1993,5,"08"
1992,"Dec","ET4.2",1992-12-08,7.4,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.66666666666667",1993,5,"08"
1992,"Dec","ET5.1",1992-12-08,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","2.97368421052632",1993,5.5,"08"
1992,"Dec","ET5.2",1992-12-08,11.93,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","3.13333333333333",1993,5.1,"08"
1992,"Dec","ET6.2",1992-12-15,11.47,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","2.63414634146341",1993,4.7,"15"
1992,"Dec","LE2.2",1992-12-07,12.33,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","3.66666666666667",1993,7.1,"07"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","3.00877192982456",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","2.63636363636364",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","1.95652173913043",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","2.67391304347826",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","2.75",1992,2.4,"11"
1992,"Feb","CB3.2",1992-02-11,11.67,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1992,2.4,"11"
1992,"Feb","EE2.2",1992-02-11,17.31,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","3.08",1992,2,"11"
1992,"Feb","EE3.1",1992-02-19,18,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","3.25862068965517",1992,4.6,"19"
1992,"Feb","EE3.1",1992-02-19,18,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","3",1992,4.6,"19"
1992,"Feb","EE3.1",1992-02-19,18,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.25",1992,4.6,"19"
1992,"Feb","EE3.1",1992-02-19,18,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","2.3695652173913",1992,4.6,"19"
1992,"Feb","ET4.2",1992-02-11,13.86,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"80","2.97916666666667",1992,1.7,"11"
1992,"Feb","ET4.2",1992-02-11,13.86,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","3.48",1992,1.7,"11"
1992,"Feb","ET4.2",1992-02-11,13.86,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.66666666666667",1992,1.7,"11"
1992,"Feb","ET4.2",1992-02-11,13.86,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","4.03448275862069",1992,1.7,"11"
1992,"Feb","ET5.1",1992-02-11,0.49,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","2.97368421052632",1992,2.5,"11"
1992,"Feb","ET5.2",1992-02-11,14.19,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","3.13333333333333",1992,2.6,"11"
1992,"Feb","ET6.2",1992-02-19,12.46,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","2.63414634146341",1992,5.6,"19"
1992,"Feb","LE2.2",1992-02-10,16.22,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","3.66666666666667",1992,3.4,"10"
1992,"Feb","RET3.1",1992-02-04,9.2,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"23","3.28571428571429",1992,3.06,"04"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","3.00877192982456",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","2.67391304347826",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","1.95652173913043",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"73","2.63636363636364",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1992,5,"08"
1992,"Jan","CB3.2",1992-01-08,11.15,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","2.75",1992,5,"08"
1992,"Jan","EE2.2",1992-01-07,18,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"83","3.08",1992,5.6,"07"
1992,"Jan","EE3.0",1992-01-09,16.43,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"97","2.8448275862069",1992,5.8,"09"
1992,"Jan","EE3.0",1992-01-09,16.43,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"100","2.98333333333333",1992,5.8,"09"
1992,"Jan","EE3.1",1992-01-09,18.21,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"82","2.3695652173913",1992,5.9,"09"
1992,"Jan","EE3.1",1992-01-09,18.21,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"60","3",1992,5.9,"09"
1992,"Jan","EE3.1",1992-01-09,18.21,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"97","3.25862068965517",1992,5.9,"09"
1992,"Jan","EE3.1",1992-01-09,18.21,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.25",1992,5.9,"09"
1992,"Jan","ET4.2",1992-01-07,14.87,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","3.48",1992,5.8,"07"
1992,"Jan","ET4.2",1992-01-07,14.87,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","4.03448275862069",1992,5.8,"07"
1992,"Jan","ET4.2",1992-01-07,14.87,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"80","2.97916666666667",1992,5.8,"07"
1992,"Jan","ET4.2",1992-01-07,14.87,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.66666666666667",1992,5.8,"07"
1992,"Jan","ET5.1",1992-01-07,0.26,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"63","2.97368421052632",1992,6,"07"
1992,"Jan","ET5.2",1992-01-07,13.93,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","3.13333333333333",1992,5.6,"07"
1992,"Jan","ET6.2",1992-01-09,9.65,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","2.63414634146341",1992,6.1,"09"
1992,"Jan","LE2.2",1992-01-06,15.2,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"100","3.66666666666667",1992,6.2,"06"
1992,"Jan","RET3.1",1992-01-07,5.2,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"23","3.28571428571429",1992,6.1,"07"
1992,"Jul","CB3.2",1992-07-08,7.24,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"93","3.02173913043478",1992,23.2,"08"
1992,"Jul","CB3.2",1992-07-08,7.24,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"23","2.64285714285714",1992,23.2,"08"
1992,"Jul","CB3.2",1992-07-08,7.24,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","2.87037037037037",1992,23.2,"08"
