"Year","Month","MonitoringLocation","SampleDate","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","Prev_ratio","oysteryear","Prev_ep","WTEMP","Lat_Env","Long_Env"
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,33,2.7,0.33,1998,0.33,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,3.19642857142857,0.5,1998,0.5,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,3.54166666666667,0.7,1998,0.7,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,2.35714285714286,0.7,1998,0.7,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,60,2.69444444444444,0.6,1998,0.6,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.2",1998-04-08,1.1693,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,57,2.85294117647059,0.57,1998,0.57,12.7,"39.083970000000001",-76.18145
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,4.07692307692308,0.97,1998,0.97,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,3.12068965517241,0.97,1998,0.97,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,50,2.73333333333333,0.5,1998,0.5,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,87,3.28846153846154,0.87,1998,0.87,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,37,2.5,0.37,1998,0.37,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,67,2.9,0.67,1998,0.67,11.3,"38.581240000000001",-76.25159
1998,"Apr","CB3.3W",1998-04-07,2.65461,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,90,3.07407407407407,0.9,1998,0.9,11.3,"38.581240000000001",-76.25159
1998,"Apr","EE2.2",1998-04-07,8.38,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,73,3.13636363636364,0.73,1998,0.73,12,"38.319420000000001",-76.14587
1998,"Apr","EE3.0",1998-04-08,8.36,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,100,3.13541666666667,1,1998,0.999999,13.2,"38.165320000000001",-76.00854
1998,"Apr","EE3.0",1998-04-08,8.36,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,80,3.14583333333333,0.8,1998,0.8,13.2,"38.165320000000001",-76.00854
1998,"Apr","EE3.0",1998-04-08,8.36,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,20,1.75,0.2,1998,0.2,13.2,"38.165320000000001",-76.00854
1998,"Apr","EE3.1",1998-04-08,9.38,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,90,2.75925925925926,0.9,1998,0.9,12.7,"38.071159999999999",-76.04566
1998,"Apr","EE3.1",1998-04-08,9.38,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,83,3.14,0.83,1998,0.83,12.7,"38.071159999999999",-76.04566
1998,"Apr","EE3.1",1998-04-08,9.38,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,80,3.41666666666667,0.8,1998,0.8,12.7,"38.071159999999999",-76.04566
1998,"Apr","EE3.1",1998-04-08,9.38,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,57,2.41176470588235,0.57,1998,0.57,12.7,"38.071159999999999",-76.04566
1998,"Apr","ET4.2",1998-04-07,4.4,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,40,2.375,0.4,1998,0.4,11.6,"38.596419999999995",-76.12821
1998,"Apr","ET4.2",1998-04-07,4.4,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,43,3.23076923076923,0.43,1998,0.43,11.6,"38.596419999999995",-76.12821
1998,"Apr","ET4.2",1998-04-07,4.4,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,100,2.98333333333333,1,1998,0.999999,11.6,"38.596419999999995",-76.12821
1998,"Apr","ET5.1",1998-04-07,0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,73,3.27272727272727,0.73,1998,0.73,16,"38.806449999999998",-75.90971
1998,"Apr","ET5.1",1998-04-07,0,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,97,3.37931034482759,0.97,1998,0.97,16,"38.806449999999998",-75.90971
1998,"Apr","ET5.1",1998-04-07,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,83,3.08928571428571,0.83,1998,0.83,16,"38.806449999999998",-75.90971
1998,"Apr","ET5.2",1998-04-07,4.9,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.76,0.83,1998,0.83,12.9,"38.395020000000002",-76.11291
1998,"Apr","ET6.2",1998-04-08,0.8,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,43,2.73076923076923,0.43,1998,0.43,14.1,"39.173829999999995",-76.55262
1998,"Apr","LE2.2",1998-04-06,5.54,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,83,2.9,0.83,1998,0.83,10.9,"38.091419999999999",-76.36003
1998,"Apr","LE2.2",1998-04-06,5.54,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,97,3.22413793103448,0.97,1998,0.97,10.9,"38.091419999999999",-76.36003
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,57,2.85294117647059,0.57,1998,0.57,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,33,3,0.33,1998,0.33,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,43,2.80769230769231,0.43,1998,0.43,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,2.35714285714286,0.7,1998,0.7,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,3.54166666666667,0.7,1998,0.7,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,2.625,0.5,1998,0.5,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,3.19642857142857,0.5,1998,0.5,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,33,2.7,0.33,1998,0.33,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.2",1998-08-05,6.0625,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,60,2.69444444444444,0.6,1998,0.6,25.4,"39.083970000000001",-76.18145
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,4.07692307692308,0.97,1998,0.97,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,37,2.5,0.37,1998,0.37,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,67,2.9,0.67,1998,0.67,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,50,2.73333333333333,0.5,1998,0.5,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,87,3.28846153846154,0.87,1998,0.87,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,3.12068965517241,0.97,1998,0.97,27.4,"38.581240000000001",-76.25159
1998,"Aug","CB3.3W",1998-08-04,7.68079,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,90,3.07407407407407,0.9,1998,0.9,27.4,"38.581240000000001",-76.25159
1998,"Aug","EE2.2",1998-08-05,11.15,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,73,3.13636363636364,0.73,1998,0.73,26,"38.319420000000001",-76.14587
1998,"Aug","EE3.0",1998-08-20,11.74,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,20,1.75,0.2,1998,0.2,25.8,"38.165320000000001",-76.00854
1998,"Aug","EE3.0",1998-08-20,11.74,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,80,3.14583333333333,0.8,1998,0.8,25.8,"38.165320000000001",-76.00854
1998,"Aug","EE3.0",1998-08-20,11.74,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,100,3.13541666666667,1,1998,0.999999,25.8,"38.165320000000001",-76.00854
1998,"Aug","EE3.1",1998-08-04,12.61,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,83,3.14,0.83,1998,0.83,25.9,"38.071159999999999",-76.04566
1998,"Aug","EE3.1",1998-08-04,12.61,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,57,2.41176470588235,0.57,1998,0.57,25.9,"38.071159999999999",-76.04566
1998,"Aug","EE3.1",1998-08-04,12.61,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,80,3.41666666666667,0.8,1998,0.8,25.9,"38.071159999999999",-76.04566
1998,"Aug","EE3.1",1998-08-04,12.61,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,90,2.75925925925926,0.9,1998,0.9,25.9,"38.071159999999999",-76.04566
1998,"Aug","ET4.2",1998-08-18,9.72,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,40,2.375,0.4,1998,0.4,27.2,"38.596419999999995",-76.12821
1998,"Aug","ET4.2",1998-08-18,9.72,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,100,2.98333333333333,1,1998,0.999999,27.2,"38.596419999999995",-76.12821
1998,"Aug","ET4.2",1998-08-18,9.72,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,43,3.23076923076923,0.43,1998,0.43,27.2,"38.596419999999995",-76.12821
1998,"Aug","ET5.1",1998-08-04,0.76,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,83,3.08928571428571,0.83,1998,0.83,27.2,"38.806449999999998",-75.90971
1998,"Aug","ET5.1",1998-08-04,0.76,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,73,3.27272727272727,0.73,1998,0.73,27.2,"38.806449999999998",-75.90971
1998,"Aug","ET5.1",1998-08-04,0.76,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,97,3.37931034482759,0.97,1998,0.97,27.2,"38.806449999999998",-75.90971
1998,"Aug","ET5.2",1998-08-04,7.74,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.76,0.83,1998,0.83,26.3,"38.395020000000002",-76.11291
1998,"Aug","ET6.2",1998-08-20,7.3,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,43,2.73076923076923,0.43,1998,0.43,25.9,"39.173829999999995",-76.55262
1998,"Aug","LE2.2",1998-08-03,10.5,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,97,3.22413793103448,0.97,1998,0.97,26,"38.091419999999999",-76.36003
1998,"Aug","LE2.2",1998-08-03,10.5,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,83,2.9,0.83,1998,0.83,26,"38.091419999999999",-76.36003
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,43,2.80769230769231,0.43,1999,0.43,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,2.35714285714286,0.7,1999,0.7,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,3.54166666666667,0.7,1999,0.7,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,33,3,0.33,1999,0.33,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,2.625,0.5,1999,0.5,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,60,2.69444444444444,0.6,1999,0.6,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,33,2.7,0.33,1999,0.33,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,3.19642857142857,0.5,1999,0.5,8.7,"39.083970000000001",-76.18145
1998,"Dec","CB3.2",1998-12-17,12.92618,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,57,2.85294117647059,0.57,1999,0.57,8.7,"39.083970000000001",-76.18145
1998,"Dec","EE2.2",1998-12-16,16.77,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,73,3.13636363636364,0.73,1999,0.73,8.6,"38.319420000000001",-76.14587
1998,"Dec","ET4.2",1998-12-16,14.19,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,100,2.98333333333333,1,1999,0.999999,8.6,"38.596419999999995",-76.12821
1998,"Dec","ET4.2",1998-12-16,14.19,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,43,3.23076923076923,0.43,1999,0.43,8.6,"38.596419999999995",-76.12821
1998,"Dec","ET4.2",1998-12-16,14.19,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,40,2.375,0.4,1999,0.4,8.6,"38.596419999999995",-76.12821
1998,"Dec","ET5.1",1998-12-15,2.54,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,97,3.37931034482759,0.97,1999,0.97,8.9,"38.806449999999998",-75.90971
1998,"Dec","ET5.1",1998-12-15,2.54,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,73,3.27272727272727,0.73,1999,0.73,8.9,"38.806449999999998",-75.90971
1998,"Dec","ET5.1",1998-12-15,2.54,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,83,3.08928571428571,0.83,1999,0.83,8.9,"38.806449999999998",-75.90971
1998,"Dec","ET5.2",1998-12-15,12.66,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.76,0.83,1999,0.83,8.7,"38.395020000000002",-76.11291
1998,"Dec","ET6.2",1998-12-16,10.95,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,43,2.73076923076923,0.43,1999,0.43,8.4,"39.173829999999995",-76.55262
1998,"Dec","LE2.2",1998-12-14,15.56,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,97,3.22413793103448,0.97,1999,0.97,10.5,"38.091419999999999",-76.36003
1998,"Dec","LE2.2",1998-12-14,15.56,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,83,2.9,0.83,1999,0.83,10.5,"38.091419999999999",-76.36003
1998,"Feb","EE2.2",1998-02-10,13.39,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,73,3.13636363636364,0.73,1998,0.73,5.4,"38.319420000000001",-76.14587
1998,"Feb","EE3.0",1998-02-11,10.04,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,20,1.75,0.2,1998,0.2,6.2,"38.165320000000001",-76.00854
1998,"Feb","EE3.0",1998-02-11,10.04,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,100,3.13541666666667,1,1998,0.999999,6.2,"38.165320000000001",-76.00854
1998,"Feb","EE3.0",1998-02-11,10.04,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,80,3.14583333333333,0.8,1998,0.8,6.2,"38.165320000000001",-76.00854
1998,"Feb","EE3.1",1998-02-11,12.53,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,90,2.75925925925926,0.9,1998,0.9,6,"38.071159999999999",-76.04566
1998,"Feb","EE3.1",1998-02-11,12.53,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,57,2.41176470588235,0.57,1998,0.57,6,"38.071159999999999",-76.04566
1998,"Feb","EE3.1",1998-02-11,12.53,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,80,3.41666666666667,0.8,1998,0.8,6,"38.071159999999999",-76.04566
1998,"Feb","EE3.1",1998-02-11,12.53,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,83,3.14,0.83,1998,0.83,6,"38.071159999999999",-76.04566
1998,"Feb","ET4.2",1998-02-10,10.69,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,40,2.375,0.4,1998,0.4,4.7,"38.596419999999995",-76.12821
1998,"Feb","ET4.2",1998-02-10,10.69,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,100,2.98333333333333,1,1998,0.999999,4.7,"38.596419999999995",-76.12821
1998,"Feb","ET4.2",1998-02-10,10.69,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,43,3.23076923076923,0.43,1998,0.43,4.7,"38.596419999999995",-76.12821
1998,"Feb","ET5.1",1998-02-12,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,83,3.08928571428571,0.83,1998,0.83,5.9,"38.806449999999998",-75.90971
1998,"Feb","ET5.1",1998-02-12,0,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,97,3.37931034482759,0.97,1998,0.97,5.9,"38.806449999999998",-75.90971
1998,"Feb","ET5.1",1998-02-12,0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,73,3.27272727272727,0.73,1998,0.73,5.9,"38.806449999999998",-75.90971
1998,"Feb","ET5.2",1998-02-12,9.33,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.76,0.83,1998,0.83,5.7,"38.395020000000002",-76.11291
1998,"Feb","ET6.2",1998-02-11,3.71,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,43,2.73076923076923,0.43,1998,0.43,6,"39.173829999999995",-76.55262
1998,"Feb","LE2.2",1998-02-09,4,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,97,3.22413793103448,0.97,1998,0.97,4.9,"38.091419999999999",-76.36003
1998,"Feb","LE2.2",1998-02-09,4,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,83,2.9,0.83,1998,0.83,4.9,"38.091419999999999",-76.36003
1998,"Jan","EE2.2",1998-01-07,15.75,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,73,3.13636363636364,0.73,1998,0.73,5.8,"38.319420000000001",-76.14587
1998,"Jan","EE3.0",1998-01-06,13.66,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,80,3.14583333333333,0.8,1998,0.8,5.3,"38.165320000000001",-76.00854
1998,"Jan","EE3.0",1998-01-06,13.66,"MD","October","FISHING BAY","GOOSE CREEK",38.275533,-76.014233,100,3.13541666666667,1,1998,0.999999,5.3,"38.165320000000001",-76.00854
1998,"Jan","EE3.0",1998-01-06,13.66,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,20,1.75,0.2,1998,0.2,5.3,"38.165320000000001",-76.00854
1998,"Jan","EE3.1",1998-01-06,15.68,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,80,3.41666666666667,0.8,1998,0.8,5,"38.071159999999999",-76.04566
1998,"Jan","EE3.1",1998-01-06,15.68,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,83,3.14,0.83,1998,0.83,5,"38.071159999999999",-76.04566
1998,"Jan","EE3.1",1998-01-06,15.68,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,57,2.41176470588235,0.57,1998,0.57,5,"38.071159999999999",-76.04566
1998,"Jan","EE3.1",1998-01-06,15.68,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,90,2.75925925925926,0.9,1998,0.9,5,"38.071159999999999",-76.04566
1998,"Jan","ET4.2",1998-01-07,12.73,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,40,2.375,0.4,1998,0.4,5.8,"38.596419999999995",-76.12821
1998,"Jan","ET4.2",1998-01-07,12.73,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,100,2.98333333333333,1,1998,0.999999,5.8,"38.596419999999995",-76.12821
1998,"Jan","ET4.2",1998-01-07,12.73,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,43,3.23076923076923,0.43,1998,0.43,5.8,"38.596419999999995",-76.12821
1998,"Jan","ET5.1",1998-01-06,0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,73,3.27272727272727,0.73,1998,0.73,4.7,"38.806449999999998",-75.90971
1998,"Jan","ET5.1",1998-01-06,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,83,3.08928571428571,0.83,1998,0.83,4.7,"38.806449999999998",-75.90971
1998,"Jan","ET5.1",1998-01-06,0,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,97,3.37931034482759,0.97,1998,0.97,4.7,"38.806449999999998",-75.90971
1998,"Jan","ET5.2",1998-01-06,12.79,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,83,2.76,0.83,1998,0.83,4.9,"38.395020000000002",-76.11291
1998,"Jan","ET6.2",1998-01-06,9.01,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,43,2.73076923076923,0.43,1998,0.43,6,"39.173829999999995",-76.55262
1998,"Jan","LE2.2",1998-01-05,14.04,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,97,3.22413793103448,0.97,1998,0.97,5.5,"38.091419999999999",-76.36003
1998,"Jan","LE2.2",1998-01-05,14.04,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,83,2.9,0.83,1998,0.83,5.5,"38.091419999999999",-76.36003
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,2.35714285714286,0.7,1998,0.7,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,33,3,0.33,1998,0.33,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,60,2.69444444444444,0.6,1998,0.6,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,33,2.7,0.33,1998,0.33,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,2.625,0.5,1998,0.5,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,57,2.85294117647059,0.57,1998,0.57,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,70,3.54166666666667,0.7,1998,0.7,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,50,3.19642857142857,0.5,1998,0.5,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.2",1998-07-08,4.78307,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,43,2.80769230769231,0.43,1998,0.43,24.9,"39.083970000000001",-76.18145
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,37,2.5,0.37,1998,0.37,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,90,3.07407407407407,0.9,1998,0.9,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,87,3.28846153846154,0.87,1998,0.87,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,50,2.73333333333333,0.5,1998,0.5,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,67,2.9,0.67,1998,0.67,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,4.07692307692308,0.97,1998,0.97,26.1,"38.581240000000001",-76.25159
1998,"Jul","CB3.3W",1998-07-07,6.37087,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,97,3.12068965517241,0.97,1998,0.97,26.1,"38.581240000000001",-76.25159
