"MonitoringLocation","SampleDate","Depth","Layer","Parameter","MeasureValue","Unit","Latitude","Longitude","Month","Year"
"LE5.1","2002-02-19",1,"S","SALINITY",11.5,"PPT",37.20297,-76.64833,2,2002
"LE5.1","2002-02-19",1,"S","WTEMP",8.16,"DEG C",37.20297,-76.64833,2,2002
"LE5.1","2002-03-19",1,"S","PH",7.95,"SU",37.20297,-76.64833,3,2002
"LE5.1","2002-03-19",1,"S","SALINITY",11,"PPT",37.20297,-76.64833,3,2002
"LE5.1","2002-03-19",1,"S","WTEMP",13.23,"DEG C",37.20297,-76.64833,3,2002
"LE5.1","2002-04-16",1,"S","PH",7.83,"SU",37.20297,-76.64833,4,2002
"LE5.1","2002-04-16",1,"S","SALINITY",6.5,"PPT",37.20297,-76.64833,4,2002
"LE5.1","2002-04-16",1,"S","WTEMP",18.7,"DEG C",37.20297,-76.64833,4,2002
"LE5.1","2002-05-28",1,"S","PH",7.71,"SU",37.20297,-76.64833,5,2002
"LE5.1","2002-05-28",1,"S","SALINITY",5.1,"PPT",37.20297,-76.64833,5,2002
"LE5.1","2002-05-28",1,"S","WTEMP",22.82,"DEG C",37.20297,-76.64833,5,2002
"LE5.1","2002-06-25",1,"S","PH",7.58,"SU",37.20297,-76.64833,6,2002
"LE5.1","2002-06-25",1,"S","SALINITY",8.1,"PPT",37.20297,-76.64833,6,2002
"LE5.1","2002-06-25",1,"S","WTEMP",28.16,"DEG C",37.20297,-76.64833,6,2002
"LE5.1","2002-07-23",1,"S","PH",7.47,"SU",37.20297,-76.64833,7,2002
"LE5.1","2002-07-23",1,"S","SALINITY",10.9,"PPT",37.20297,-76.64833,7,2002
"LE5.1","2002-07-23",1,"S","WTEMP",29.82,"DEG C",37.20297,-76.64833,7,2002
"LE5.1","2002-08-13",1,"S","PH",7.51,"SU",37.20297,-76.64833,8,2002
"LE5.1","2002-08-13",1,"S","SALINITY",13,"PPT",37.20297,-76.64833,8,2002
"LE5.1","2002-08-13",1,"S","WTEMP",27.8,"DEG C",37.20297,-76.64833,8,2002
"LE5.1","2002-09-24",1,"S","PH",7.42,"SU",37.20297,-76.64833,9,2002
"LE5.1","2002-09-24",1,"S","SALINITY",14,"PPT",37.20297,-76.64833,9,2002
"LE5.1","2002-09-24",1,"S","WTEMP",25.59,"DEG C",37.20297,-76.64833,9,2002
"LE5.1","2002-10-22",1,"S","SALINITY",14.1,"PPT",37.20297,-76.64833,10,2002
"LE5.1","2002-10-22",1,"S","WTEMP",18.06,"DEG C",37.20297,-76.64833,10,2002
"LE5.1","2002-11-19",1,"S","PH",7.2,"SU",37.20297,-76.64833,11,2002
"LE5.1","2002-11-19",1,"S","SALINITY",3.7,"PPT",37.20297,-76.64833,11,2002
"LE5.1","2002-11-19",1,"S","WTEMP",12.54,"DEG C",37.20297,-76.64833,11,2002
"LE5.1","2002-12-12",1,"S","PH",7.47,"SU",37.20297,-76.64833,12,2002
"LE5.1","2002-12-12",1,"S","SALINITY",5.4,"PPT",37.20297,-76.64833,12,2002
"LE5.1","2002-12-12",1,"S","WTEMP",5.26,"DEG C",37.20297,-76.64833,12,2002
"LE5.1","2003-02-19",1,"S","PH",7.22,"SU",37.20297,-76.64833,2,2003
"LE5.1","2003-02-19",1,"S","SALINITY",5,"PPT",37.20297,-76.64833,2,2003
"LE5.1","2003-02-19",1,"S","WTEMP",3.51,"DEG C",37.20297,-76.64833,2,2003
"LE5.1","2003-03-18",1,"S","PH",7.41,"SU",37.20297,-76.64833,3,2003
"LE5.1","2003-03-18",1,"S","SALINITY",0.4,"PPT",37.20297,-76.64833,3,2003
"LE5.1","2003-03-18",1,"S","WTEMP",10.28,"DEG C",37.20297,-76.64833,3,2003
"LE5.1","2003-04-15",1,"S","PH",7.39,"SU",37.20297,-76.64833,4,2003
"LE5.1","2003-04-15",1,"S","SALINITY",0.1,"PPT",37.20297,-76.64833,4,2003
"LE5.1","2003-04-15",1,"S","WTEMP",12.23,"DEG C",37.20297,-76.64833,4,2003
"LE5.1","2003-05-27",1,"S","PH",7.51,"SU",37.20297,-76.64833,5,2003
"LE5.1","2003-05-27",1,"S","SALINITY",0.06,"PPT",37.20297,-76.64833,5,2003
"LE5.1","2003-05-27",1,"S","WTEMP",19.01,"DEG C",37.20297,-76.64833,5,2003
"LE5.1","2003-06-24",1,"S","PH",7.65,"SU",37.20297,-76.64833,6,2003
"LE5.1","2003-06-24",1,"S","SALINITY",0.09,"PPT",37.20297,-76.64833,6,2003
"LE5.1","2003-06-24",1,"S","WTEMP",24.47,"DEG C",37.20297,-76.64833,6,2003
"LE5.1","2003-07-15",1,"S","PH",7.57,"SU",37.20297,-76.64833,7,2003
"LE5.1","2003-07-15",1,"S","SALINITY",0.48,"PPT",37.20297,-76.64833,7,2003
"LE5.1","2003-07-15",1,"S","WTEMP",28.25,"DEG C",37.20297,-76.64833,7,2003
"LE5.1","2003-08-26",1,"S","PH",7.52,"SU",37.20297,-76.64833,8,2003
"LE5.1","2003-08-26",1,"S","SALINITY",3.16,"PPT",37.20297,-76.64833,8,2003
"LE5.1","2003-08-26",1,"S","WTEMP",28.02,"DEG C",37.20297,-76.64833,8,2003
"LE5.1","2003-09-24",1,"S","PH",7.08,"SU",37.20297,-76.64833,9,2003
"LE5.1","2003-09-24",1,"S","SALINITY",0.1,"PPT",37.20297,-76.64833,9,2003
"LE5.1","2003-09-24",1,"S","WTEMP",23.25,"DEG C",37.20297,-76.64833,9,2003
"LE5.1","2003-10-28",1,"S","PH",7.58,"SU",37.20297,-76.64833,10,2003
"LE5.1","2003-10-28",1,"S","SALINITY",2.67,"PPT",37.20297,-76.64833,10,2003
"LE5.1","2003-10-28",1,"S","WTEMP",16.56,"DEG C",37.20297,-76.64833,10,2003
"LE5.1","2003-11-18",1,"S","PH",7.83,"SU",37.20297,-76.64833,11,2003
"LE5.1","2003-11-18",1,"S","SALINITY",2.09,"PPT",37.20297,-76.64833,11,2003
"LE5.1","2003-11-18",1,"S","WTEMP",12.72,"DEG C",37.20297,-76.64833,11,2003
"LE5.1","2003-12-16",1,"S","PH",7.7,"SU",37.20297,-76.64833,12,2003
"LE5.1","2003-12-16",1,"S","SALINITY",0.06,"PPT",37.20297,-76.64833,12,2003
"LE5.1","2003-12-16",1,"S","WTEMP",6.06,"DEG C",37.20297,-76.64833,12,2003
"LE5.1","2004-02-23",1,"S","PH",7.74,"SU",37.20297,-76.64833,2,2004
"LE5.1","2004-02-23",1,"S","SALINITY",0.28,"PPT",37.20297,-76.64833,2,2004
"LE5.1","2004-02-23",1,"S","WTEMP",6.31,"DEG C",37.20297,-76.64833,2,2004
"LE5.1","2004-03-23",1,"S","PH",7.9,"SU",37.20297,-76.64833,3,2004
"LE5.1","2004-03-23",1,"S","SALINITY",0.66,"PPT",37.20297,-76.64833,3,2004
"LE5.1","2004-03-23",1,"S","WTEMP",10.46,"DEG C",37.20297,-76.64833,3,2004
"LE5.1","2004-04-20",1,"S","PH",7.78,"SU",37.20297,-76.64833,4,2004
"LE5.1","2004-04-20",1,"S","SALINITY",0.11,"PPT",37.20297,-76.64833,4,2004
"LE5.1","2004-04-20",1,"S","WTEMP",16.6,"DEG C",37.20297,-76.64833,4,2004
"LE5.1","2004-05-18",1,"S","PH",7.79,"SU",37.20297,-76.64833,5,2004
"LE5.1","2004-05-18",1,"S","SALINITY",1.39,"PPT",37.20297,-76.64833,5,2004
"LE5.1","2004-05-18",1,"S","WTEMP",25.06,"DEG C",37.20297,-76.64833,5,2004
"LE5.1","2004-06-15",1,"S","PH",7.64,"SU",37.20297,-76.64833,6,2004
"LE5.1","2004-06-15",1,"S","SALINITY",1.71,"PPT",37.20297,-76.64833,6,2004
"LE5.1","2004-06-15",1,"S","WTEMP",26,"DEG C",37.20297,-76.64833,6,2004
"LE5.1","2004-07-20",1,"S","PH",7.56,"SU",37.20297,-76.64833,7,2004
"LE5.1","2004-07-20",1,"S","SALINITY",4.02,"PPT",37.20297,-76.64833,7,2004
"LE5.1","2004-07-20",1,"S","WTEMP",28.95,"DEG C",37.20297,-76.64833,7,2004
"LE5.1","2004-08-17",1,"S","PH",7.46,"SU",37.20297,-76.64833,8,2004
"LE5.1","2004-08-17",1,"S","SALINITY",0.71,"PPT",37.20297,-76.64833,8,2004
"LE5.1","2004-08-17",1,"S","WTEMP",25.6,"DEG C",37.20297,-76.64833,8,2004
"LE5.1","2004-09-21",1,"S","PH",7.47,"SU",37.20297,-76.64833,9,2004
"LE5.1","2004-09-21",1,"S","SALINITY",0.12,"PPT",37.20297,-76.64833,9,2004
"LE5.1","2004-09-21",1,"S","WTEMP",22.87,"DEG C",37.20297,-76.64833,9,2004
"LE5.1","2004-10-25",1,"S","PH",7.7,"SU",37.20297,-76.64833,10,2004
"LE5.1","2004-10-25",1,"S","SALINITY",5.76,"PPT",37.20297,-76.64833,10,2004
"LE5.1","2004-10-25",1,"S","WTEMP",16.64,"DEG C",37.20297,-76.64833,10,2004
"LE5.1","2004-11-16",1,"S","PH",7.82,"SU",37.20297,-76.64833,11,2004
"LE5.1","2004-11-16",1,"S","SALINITY",1.25,"PPT",37.20297,-76.64833,11,2004
"LE5.1","2004-11-16",1,"S","WTEMP",11.84,"DEG C",37.20297,-76.64833,11,2004
"LE5.1","2004-12-16",1,"S","PH",7.85,"SU",37.20297,-76.64833,12,2004
"LE5.1","2004-12-16",1,"S","SALINITY",0.07,"PPT",37.20297,-76.64833,12,2004
"LE5.1","2004-12-16",1,"S","WTEMP",7.9,"DEG C",37.20297,-76.64833,12,2004
"LE5.1","2005-01-25",1,"S","PH",7.88,"SU",37.20297,-76.64833,1,2005
"LE5.1","2005-01-25",1,"S","SALINITY",2.4,"PPT",37.20297,-76.64833,1,2005
"LE5.1","2005-01-25",1,"S","WTEMP",2.86,"DEG C",37.20297,-76.64833,1,2005
"LE5.1","2005-02-15",1,"S","PH",7.67,"SU",37.20297,-76.64833,2,2005
"LE5.1","2005-02-15",1,"S","SALINITY",1.49,"PPT",37.20297,-76.64833,2,2005
"LE5.1","2005-02-15",1,"S","WTEMP",5.96,"DEG C",37.20297,-76.64833,2,2005
"LE5.1","2005-03-22",1,"S","PH",8.12,"SU",37.20297,-76.64833,3,2005
"LE5.1","2005-03-22",1,"S","SALINITY",2.64,"PPT",37.20297,-76.64833,3,2005
"LE5.1","2005-03-22",1,"S","WTEMP",9.45,"DEG C",37.20297,-76.64833,3,2005
"LE5.1","2005-04-19",1,"S","PH",7.95,"SU",37.20297,-76.64833,4,2005
"LE5.1","2005-04-19",1,"S","SALINITY",0.48,"PPT",37.20297,-76.64833,4,2005
"LE5.1","2005-04-19",1,"S","WTEMP",14.3,"DEG C",37.20297,-76.64833,4,2005
"LE5.1","2005-05-31",1,"S","PH",7.57,"SU",37.20297,-76.64833,5,2005
"LE5.1","2005-05-31",1,"S","SALINITY",4.08,"PPT",37.20297,-76.64833,5,2005
"LE5.1","2005-05-31",1,"S","WTEMP",21.27,"DEG C",37.20297,-76.64833,5,2005
"LE5.1","2005-06-21",1,"S","PH",7.88,"SU",37.20297,-76.64833,6,2005
"LE5.1","2005-06-21",1,"S","SALINITY",6.34,"PPT",37.20297,-76.64833,6,2005
"LE5.1","2005-06-21",1,"S","WTEMP",25.32,"DEG C",37.20297,-76.64833,6,2005
"LE5.1","2005-07-19",1,"S","PH",7.6,"SU",37.20297,-76.64833,7,2005
"LE5.1","2005-07-19",1,"S","SALINITY",5.27,"PPT",37.20297,-76.64833,7,2005
"LE5.1","2005-07-19",1,"S","WTEMP",30.1,"DEG C",37.20297,-76.64833,7,2005
"LE5.1","2005-08-23",1,"S","PH",7.36,"SU",37.20297,-76.64833,8,2005
"LE5.1","2005-08-23",1,"S","SALINITY",6.97,"PPT",37.20297,-76.64833,8,2005
"LE5.1","2005-08-23",1,"S","WTEMP",30.52,"DEG C",37.20297,-76.64833,8,2005
"LE5.1","2005-09-20",1,"S","PH",7.67,"SU",37.20297,-76.64833,9,2005
"LE5.1","2005-09-20",1,"S","SALINITY",8.44,"PPT",37.20297,-76.64833,9,2005
"LE5.1","2005-09-20",1,"S","WTEMP",27.7,"DEG C",37.20297,-76.64833,9,2005
"LE5.1","2005-10-18",1,"S","PH",7.6,"SU",37.20297,-76.64833,10,2005
"LE5.1","2005-10-18",1,"S","SALINITY",5.04,"PPT",37.20297,-76.64833,10,2005
"LE5.1","2005-10-18",1,"S","WTEMP",19.33,"DEG C",37.20297,-76.64833,10,2005
"LE5.1","2005-11-15",1,"S","PH",7.81,"SU",37.20297,-76.64833,11,2005
"LE5.1","2005-11-15",1,"S","SALINITY",8.17,"PPT",37.20297,-76.64833,11,2005
"LE5.1","2005-11-15",1,"S","WTEMP",15.84,"DEG C",37.20297,-76.64833,11,2005
"LE5.1","2005-12-19",1,"S","PH",7.93,"SU",37.20297,-76.64833,12,2005
"LE5.1","2005-12-19",1,"S","SALINITY",0.71,"PPT",37.20297,-76.64833,12,2005
"LE5.1","2005-12-19",1,"S","WTEMP",6.47,"DEG C",37.20297,-76.64833,12,2005
"LE5.1","2006-01-17",1,"S","PH",7.81,"SU",37.20297,-76.64833,1,2006
"LE5.1","2006-01-17",1,"S","SALINITY",1.5,"PPT",37.20297,-76.64833,1,2006
"LE5.1","2006-01-17",1,"S","WTEMP",7.58,"DEG C",37.20297,-76.64833,1,2006
"LE5.1","2006-02-21",1,"S","PH",7.93,"SU",37.20297,-76.64833,2,2006
"LE5.1","2006-02-21",1,"S","SALINITY",1.33,"PPT",37.20297,-76.64833,2,2006
"LE5.1","2006-02-21",1,"S","WTEMP",6.99,"DEG C",37.20297,-76.64833,2,2006
"LE5.1","2006-03-20",1,"S","PH",8.2,"SU",37.20297,-76.64833,3,2006
"LE5.1","2006-03-20",1,"S","SALINITY",5.51,"PPT",37.20297,-76.64833,3,2006
"LE5.1","2006-03-20",1,"S","WTEMP",11.6,"DEG C",37.20297,-76.64833,3,2006
"LE5.1","2006-04-20",1,"S","PH",7.4,"SU",37.20297,-76.64833,4,2006
"LE5.1","2006-04-20",1,"S","SALINITY",6.2,"PPT",37.20297,-76.64833,4,2006
"LE5.1","2006-04-20",1,"S","WTEMP",17.4,"DEG C",37.20297,-76.64833,4,2006
"LE5.1","2006-05-25",1,"S","PH",7.4,"SU",37.20297,-76.64833,5,2006
"LE5.1","2006-05-25",1,"S","SALINITY",4.6,"PPT",37.20297,-76.64833,5,2006
"LE5.1","2006-05-25",1,"S","WTEMP",20.7,"DEG C",37.20297,-76.64833,5,2006
"LE5.1","2006-06-29",1,"S","PH",7.6,"SU",37.20297,-76.64833,6,2006
"LE5.1","2006-06-29",1,"S","SALINITY",4.9,"PPT",37.20297,-76.64833,6,2006
"LE5.1","2006-06-29",1,"S","WTEMP",27.9,"DEG C",37.20297,-76.64833,6,2006
"LE5.1","2006-07-24",1,"S","PH",NA,"SU",37.20297,-76.64833,7,2006
"LE5.1","2006-07-24",1,"S","SALINITY",4.2,"PPT",37.20297,-76.64833,7,2006
"LE5.1","2006-07-24",1,"S","WTEMP",28.9,"DEG C",37.20297,-76.64833,7,2006
"LE5.1","2006-08-22",1,"S","PH",7.6,"SU",37.20297,-76.64833,8,2006
"LE5.1","2006-08-22",1,"S","SALINITY",9.2,"PPT",37.20297,-76.64833,8,2006
"LE5.1","2006-08-22",1,"S","WTEMP",28.3,"DEG C",37.20297,-76.64833,8,2006
"LE5.1","2006-09-26",1,"S","PH",7.8,"SU",37.20297,-76.64833,9,2006
"LE5.1","2006-09-26",1,"S","SALINITY",3.8,"PPT",37.20297,-76.64833,9,2006
"LE5.1","2006-09-26",1,"S","WTEMP",23.8,"DEG C",37.20297,-76.64833,9,2006
"LE5.1","2006-10-30",1,"S","PH",7.6,"SU",37.20297,-76.64833,10,2006
"LE5.1","2006-10-30",1,"S","SALINITY",1.2,"PPT",37.20297,-76.64833,10,2006
"LE5.1","2006-10-30",1,"S","WTEMP",13.4,"DEG C",37.20297,-76.64833,10,2006
"LE5.1","2006-11-15",1,"S","PH",7.7,"SU",37.20297,-76.64833,11,2006
"LE5.1","2006-11-15",1,"S","SALINITY",1.1,"PPT",37.20297,-76.64833,11,2006
"LE5.1","2006-11-15",1,"S","WTEMP",13.8,"DEG C",37.20297,-76.64833,11,2006
"LE5.1","2006-12-12",1,"S","PH",7.8,"SU",37.20297,-76.64833,12,2006
"LE5.1","2006-12-12",1,"S","SALINITY",0.3,"PPT",37.20297,-76.64833,12,2006
"LE5.1","2006-12-12",1,"S","WTEMP",7,"DEG C",37.20297,-76.64833,12,2006
"LE5.1","2007-01-24",1,"S","PH",7.7,"SU",37.20297,-76.64833,1,2007
"LE5.1","2007-01-24",1,"S","SALINITY",1.99,"PPT",37.20297,-76.64833,1,2007
"LE5.1","2007-01-24",1,"S","WTEMP",7.3,"DEG C",37.20297,-76.64833,1,2007
"LE5.1","2007-02-21",1,"S","PH",7.8,"SU",37.20297,-76.64833,2,2007
"LE5.1","2007-02-21",1,"S","SALINITY",1.4,"PPT",37.20297,-76.64833,2,2007
"LE5.1","2007-02-21",1,"S","WTEMP",4.2,"DEG C",37.20297,-76.64833,2,2007
"LE5.1","2007-03-19",1,"S","PH",7.9,"SU",37.20297,-76.64833,3,2007
"LE5.1","2007-03-19",1,"S","SALINITY",0,"PPT",37.20297,-76.64833,3,2007
"LE5.1","2007-03-19",1,"S","WTEMP",8.7,"DEG C",37.20297,-76.64833,3,2007
"LE5.1","2007-04-30",1,"S","PH",7.7,"SU",37.20297,-76.64833,4,2007
"LE5.1","2007-04-30",1,"S","SALINITY",0.3,"PPT",37.20297,-76.64833,4,2007
"LE5.1","2007-04-30",1,"S","WTEMP",18.8,"DEG C",37.20297,-76.64833,4,2007
"LE5.1","2007-05-21",1,"S","PH",7.8,"SU",37.20297,-76.64833,5,2007
"LE5.1","2007-05-21",1,"S","SALINITY",1.2,"PPT",37.20297,-76.64833,5,2007
"LE5.1","2007-05-21",1,"S","WTEMP",20.7,"DEG C",37.20297,-76.64833,5,2007
"LE5.1","2007-06-18",1,"S","PH",7.5,"SU",37.20297,-76.64833,6,2007
"LE5.1","2007-06-18",1,"S","SALINITY",5.2,"PPT",37.20297,-76.64833,6,2007
"LE5.1","2007-06-18",1,"S","WTEMP",25.6,"DEG C",37.20297,-76.64833,6,2007
"LE5.1","2007-08-20",1,"S","PH",7.5,"SU",37.20297,-76.64833,8,2007
"LE5.1","2007-08-20",1,"S","SALINITY",8.4,"PPT",37.20297,-76.64833,8,2007
"LE5.1","2007-08-20",1,"S","WTEMP",28.2,"DEG C",37.20297,-76.64833,8,2007
"LE5.1","2007-09-24",1,"S","PH",7.6,"SU",37.20297,-76.64833,9,2007
"LE5.1","2007-09-24",1,"S","SALINITY",11.4,"PPT",37.20297,-76.64833,9,2007
"LE5.1","2007-09-24",1,"S","WTEMP",24.6,"DEG C",37.20297,-76.64833,9,2007
"LE5.1","2007-10-22",1,"S","PH",7.6,"SU",37.20297,-76.64833,10,2007
"LE5.1","2007-10-22",1,"S","SALINITY",12.9,"PPT",37.20297,-76.64833,10,2007
"LE5.1","2007-10-22",1,"S","WTEMP",22.2,"DEG C",37.20297,-76.64833,10,2007
"LE5.1","2007-11-13",1,"S","PH",7.8,"SU",37.20297,-76.64833,11,2007
"LE5.1","2007-11-13",1,"S","SALINITY",9.2,"PPT",37.20297,-76.64833,11,2007
"LE5.1","2007-11-13",1,"S","WTEMP",13.2,"DEG C",37.20297,-76.64833,11,2007
"LE5.1","2007-12-20",1,"S","PH",7.8,"SU",37.20297,-76.64833,12,2007
"LE5.1","2007-12-20",1,"S","SALINITY",12.3,"PPT",37.20297,-76.64833,12,2007
"LE5.1","2007-12-20",1,"S","WTEMP",7.8,"DEG C",37.20297,-76.64833,12,2007
"LE5.1","2008-01-23",1,"S","PH",7.8,"SU",37.20297,-76.64833,1,2008
"LE5.1","2008-01-23",1,"S","SALINITY",7.2,"PPT",37.20297,-76.64833,1,2008
"LE5.1","2008-01-23",1,"S","WTEMP",5.9,"DEG C",37.20297,-76.64833,1,2008
"LE5.1","2008-02-20",1,"S","PH",7.9,"SU",37.20297,-76.64833,2,2008
"LE5.1","2008-02-20",1,"S","SALINITY",4.5,"PPT",37.20297,-76.64833,2,2008
"LE5.1","2008-02-20",1,"S","WTEMP",9.9,"DEG C",37.20297,-76.64833,2,2008
"LE5.1","2008-03-18",1,"S","PH",7.3,"SU",37.20297,-76.64833,3,2008
"LE5.1","2008-03-18",1,"S","SALINITY",3.9,"PPT",37.20297,-76.64833,3,2008
"LE5.1","2008-03-18",1,"S","WTEMP",12,"DEG C",37.20297,-76.64833,3,2008
"LE5.1","2008-04-17",1,"S","PH",7.5,"SU",37.20297,-76.64833,4,2008
"LE5.1","2008-04-17",1,"S","SALINITY",1.7,"PPT",37.20297,-76.64833,4,2008
"LE5.1","2008-04-17",1,"S","WTEMP",15.6,"DEG C",37.20297,-76.64833,4,2008
"LE5.1","2008-05-21",1,"S","PH",7.6,"SU",37.20297,-76.64833,5,2008
"LE5.1","2008-05-21",1,"S","SALINITY",0.4,"PPT",37.20297,-76.64833,5,2008
"LE5.1","2008-05-21",1,"S","WTEMP",19.4,"DEG C",37.20297,-76.64833,5,2008
"LE5.1","2008-06-17",1,"S","PH",7.4,"SU",37.20297,-76.64833,6,2008
"LE5.1","2008-06-17",1,"S","SALINITY",4.8,"PPT",37.20297,-76.64833,6,2008
"LE5.1","2008-06-17",1,"S","WTEMP",28.4,"DEG C",37.20297,-76.64833,6,2008
"LE5.1","2008-07-15",1,"S","PH",7.5,"SU",37.20297,-76.64833,7,2008
"LE5.1","2008-07-15",1,"S","SALINITY",8.1,"PPT",37.20297,-76.64833,7,2008
"LE5.1","2008-07-15",1,"S","WTEMP",27.5,"DEG C",37.20297,-76.64833,7,2008
"LE5.1","2008-08-20",1,"S","PH",7.4,"SU",37.20297,-76.64833,8,2008
"LE5.1","2008-08-20",1,"S","SALINITY",10.5,"PPT",37.20297,-76.64833,8,2008
"LE5.1","2008-08-20",1,"S","WTEMP",27.2,"DEG C",37.20297,-76.64833,8,2008
"LE5.1","2008-09-22",1,"S","PH",7.5,"SU",37.20297,-76.64833,9,2008
"LE5.1","2008-09-22",1,"S","SALINITY",8.7,"PPT",37.20297,-76.64833,9,2008
"LE5.1","2008-09-22",1,"S","WTEMP",23.3,"DEG C",37.20297,-76.64833,9,2008
"LE5.1","2008-10-21",1,"S","PH",7.6,"SU",37.20297,-76.64833,10,2008
"LE5.1","2008-10-21",1,"S","SALINITY",10.5,"PPT",37.20297,-76.64833,10,2008
"LE5.1","2008-10-21",1,"S","WTEMP",17.9,"DEG C",37.20297,-76.64833,10,2008
"LE5.1","2008-11-24",1,"S","PH",7.6,"SU",37.20297,-76.64833,11,2008
"LE5.1","2008-11-24",1,"S","SALINITY",10.5,"PPT",37.20297,-76.64833,11,2008
"LE5.1","2008-11-24",1,"S","WTEMP",7.9,"DEG C",37.20297,-76.64833,11,2008
"LE5.1","2008-12-08",1,"S","PH",7.8,"SU",37.20297,-76.64833,12,2008
"LE5.1","2008-12-08",1,"S","SALINITY",10.6,"PPT",37.20297,-76.64833,12,2008
"LE5.1","2008-12-08",1,"S","WTEMP",6.4,"DEG C",37.20297,-76.64833,12,2008
"LE5.1","2009-01-29",1,"S","PH",7.6,"SU",37.20297,-76.64833,1,2009
"LE5.1","2009-01-29",1,"S","SALINITY",4.8,"PPT",37.20297,-76.64833,1,2009
"LE5.1","2009-01-29",1,"S","WTEMP",4.8,"DEG C",37.20297,-76.64833,1,2009
"LE5.1","2009-03-04",1,"S","PH",8.3,"SU",37.20297,-76.64833,3,2009
"LE5.1","2009-03-04",1,"S","SALINITY",7.3,"PPT",37.20297,-76.64833,3,2009
"LE5.1","2009-03-04",1,"S","WTEMP",5.1,"DEG C",37.20297,-76.64833,3,2009
"LE5.1","2009-04-21",1,"S","PH",7.4,"SU",37.20297,-76.64833,4,2009
"LE5.1","2009-04-21",1,"S","SALINITY",4.8,"PPT",37.20297,-76.64833,4,2009
"LE5.1","2009-04-21",1,"S","WTEMP",15.7,"DEG C",37.20297,-76.64833,4,2009
"LE5.1","2009-05-20",1,"S","PH",7.4,"SU",37.20297,-76.64833,5,2009
"LE5.1","2009-05-20",1,"S","SALINITY",1,"PPT",37.20297,-76.64833,5,2009
"LE5.1","2009-05-20",1,"S","WTEMP",20.6,"DEG C",37.20297,-76.64833,5,2009
"LE5.1","2009-06-16",1,"S","PH",7.4,"SU",37.20297,-76.64833,6,2009
"LE5.1","2009-06-16",1,"S","SALINITY",2.5,"PPT",37.20297,-76.64833,6,2009
"LE5.1","2009-06-16",1,"S","WTEMP",26.6,"DEG C",37.20297,-76.64833,6,2009
"LE5.1","2009-07-21",1,"S","PH",7.3,"SU",37.20297,-76.64833,7,2009
"LE5.1","2009-07-21",1,"S","SALINITY",6.3,"PPT",37.20297,-76.64833,7,2009
"LE5.1","2009-07-21",1,"S","WTEMP",26.7,"DEG C",37.20297,-76.64833,7,2009
"LE5.1","2009-09-15",1,"S","PH",7.6,"SU",37.20297,-76.64833,9,2009
"LE5.1","2009-09-15",1,"S","SALINITY",11.7,"PPT",37.20297,-76.64833,9,2009
"LE5.1","2009-09-15",1,"S","WTEMP",24.4,"DEG C",37.20297,-76.64833,9,2009
"LE5.1","2009-10-20",1,"S","PH",7.8,"SU",37.20297,-76.64833,10,2009
"LE5.1","2009-10-20",1,"S","SALINITY",10.1,"PPT",37.20297,-76.64833,10,2009
"LE5.1","2009-10-20",1,"S","WTEMP",15,"DEG C",37.20297,-76.64833,10,2009
"LE5.1","2009-11-16",1,"S","PH",7.7,"SU",37.20297,-76.64833,11,2009
"LE5.1","2009-11-16",1,"S","SALINITY",1.5,"PPT",37.20297,-76.64833,11,2009
"LE5.1","2009-11-16",1,"S","WTEMP",13.4,"DEG C",37.20297,-76.64833,11,2009
"LE5.1","2009-12-08",1,"S","PH",7.5,"SU",37.20297,-76.64833,12,2009
"LE5.1","2009-12-08",1,"S","SALINITY",0.2,"PPT",37.20297,-76.64833,12,2009
"LE5.1","2009-12-08",1,"S","WTEMP",9.9,"DEG C",37.20297,-76.64833,12,2009
"LE5.1","2010-01-27",1,"S","PH",7.6,"SU",37.20297,-76.64833,1,2010
"LE5.1","2010-01-27",1,"S","SALINITY",0.3,"PPT",37.20297,-76.64833,1,2010
"LE5.1","2010-01-27",1,"S","WTEMP",6.2,"DEG C",37.20297,-76.64833,1,2010
"LE5.1","2010-02-23",1,"S","PH",7.6,"SU",37.20297,-76.64833,2,2010
"LE5.1","2010-02-23",1,"S","SALINITY",3.3,"PPT",37.20297,-76.64833,2,2010
"LE5.1","2010-02-23",1,"S","WTEMP",4.6,"DEG C",37.20297,-76.64833,2,2010
"LE5.1","2010-03-02",1,"S","PH",NA,"SU",37.20297,-76.64833,3,2010
"LE5.1","2010-03-02",1,"S","SALINITY",0.5,"PPT",37.20297,-76.64833,3,2010
"LE5.1","2010-03-02",1,"S","WTEMP",5.2,"DEG C",37.20297,-76.64833,3,2010
"LE5.1","2010-04-06",1,"S","PH",7.8,"SU",37.20297,-76.64833,4,2010
"LE5.1","2010-04-06",1,"S","SALINITY",0,"PPT",37.20297,-76.64833,4,2010
"LE5.1","2010-04-06",1,"S","WTEMP",17.9,"DEG C",37.20297,-76.64833,4,2010
"LE5.1","2010-05-04",1,"S","PH",7.6,"SU",37.20297,-76.64833,5,2010
"LE5.1","2010-05-04",1,"S","SALINITY",2.2,"PPT",37.20297,-76.64833,5,2010
"LE5.1","2010-05-04",1,"S","WTEMP",21.7,"DEG C",37.20297,-76.64833,5,2010
"LE5.1","2010-06-17",1,"S","PH",7.6,"SU",37.20297,-76.64833,6,2010
