"Year","Month","MonitoringLocation","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","WTEMP","oysteryear"
1991,"Mar","ET4.2",5.02,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"100",4.9,9.1,1991
1991,"Mar","ET4.2",5.02,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100",4,9.1,1991
1991,"Mar","ET4.2",5.02,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5.7,9.1,1991
1991,"Mar","ET4.2",5.02,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5.7,5.6,1991
1991,"Mar","ET4.2",5.02,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"100",4.9,5.6,1991
1991,"Mar","ET4.2",5.02,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94",4.3,9.1,1991
1991,"Mar","ET4.2",5.02,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"0",0,5.6,1991
1991,"Mar","ET4.2",7.68,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94",4.3,5.6,1991
1991,"Mar","ET4.2",7.68,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97",3.6,9.1,1991
1991,"Mar","ET4.2",7.68,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100",4,5.6,1991
1991,"Mar","ET4.2",7.68,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97",3.6,5.6,1991
1991,"Mar","ET4.2",7.68,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"0",0,9.1,1991
1991,"Mar","ET4.2",7.68,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"100",4.9,9.1,1991
1991,"Mar","ET4.2",7.68,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100",4,9.1,1991
1991,"Mar","ET4.2",7.68,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5.7,9.1,1991
1991,"Mar","ET4.2",7.68,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5.7,5.6,1991
1991,"Mar","ET4.2",7.68,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"100",4.9,5.6,1991
1991,"Mar","ET4.2",7.68,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94",4.3,9.1,1991
1991,"Mar","ET4.2",7.68,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"0",0,5.6,1991
1991,"Mar","ET5.1",0,"MD","October","LOWER PAY","HOG ISLAND",38.313117,-76.3947,"97",4.5,11.3,1991
1991,"Mar","ET5.1",0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100",2.8,7.8,1991
1991,"Mar","ET5.1",0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97",2.6,11.3,1991
1991,"Mar","ET5.1",0,"VA","January","EASTERN SHORE","HOG ISLAND ",38.313117,-76.3947,"4",0.04,11.3,1991
1991,"Mar","ET5.1",0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100",2.8,11.3,1991
1991,"Mar","ET5.1",0,"VA","January","EASTERN SHORE","HOG ISLAND ",38.313117,-76.3947,"4",0.04,7.8,1991
1991,"Mar","ET5.1",0,"MD","October","LOWER PAY","HOG ISLAND",38.313117,-76.3947,"97",4.5,7.8,1991
1991,"Mar","ET5.1",0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97",2.6,7.8,1991
1991,"Mar","ET5.1",0,"VA","July","EASTERN SHORE","HOG ISLAND ",38.313117,-76.3947,"32",0.48,7.8,1991
1991,"Mar","ET5.1",0,"VA","July","EASTERN SHORE","HOG ISLAND ",38.313117,-76.3947,"32",0.48,11.3,1991
1991,"Mar","ET6.2",8.2,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"27",0.8,11.3,1991
1991,"Mar","ET8.1",11.21,"MD","October","POTOMAC RIVER","RAGGED POINT (PR)",38.09142,-76.60055,"90",0.9,12.2,1991
1991,"Mar","ET8.1",11.21,"MD","October","ST. MARY'S RIVER","CHICKEN COCK",38.102767,-76.4353,"97",3.1,12.2,1991
1991,"Mar","LE2.2",6.68,"MD","October","LOWER PAY","BUTLER",38.109467,-76.3241,"100",4,8.5,1991
1991,"Mar","LE2.2",6.68,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83",2.3,6.6,1991
1991,"Mar","LE2.2",6.68,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83",2.3,8.5,1991
1991,"Mar","LE2.2",6.68,"MD","October","LOWER PAY","BUTLER",38.109467,-76.3241,"100",4,6.6,1991
1991,"Mar","LE2.2",9.01,"MD","October","LOWER PAY","BUTLER",38.109467,-76.3241,"100",4,8.5,1991
1991,"Mar","LE2.2",9.01,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83",2.3,6.6,1991
1991,"Mar","LE2.2",9.01,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83",2.3,8.5,1991
1991,"Mar","LE2.2",9.01,"MD","October","LOWER PAY","BUTLER",38.109467,-76.3241,"100",4,6.6,1991
1991,"Mar","LE3.1",10.6,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"21",0.2,9,1991
1991,"Mar","LE3.1",10.6,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100",1.64,9,1991
1991,"Mar","LE3.1",10.6,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.16,9,1991
1991,"Mar","LE3.1",10.6,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"21",0.2,7.2,1991
1991,"Mar","LE3.1",10.6,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.16,7.2,1991
1991,"Mar","LE3.1",10.6,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"36",0.36,7.2,1991
1991,"Mar","LE3.1",10.6,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"36",0.36,9,1991
1991,"Mar","LE3.1",10.6,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100",1.64,7.2,1991
1991,"Mar","LE3.1",11.4,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"21",0.2,9,1991
1991,"Mar","LE3.1",11.4,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100",1.64,9,1991
1991,"Mar","LE3.1",11.4,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.16,9,1991
1991,"Mar","LE3.1",11.4,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"21",0.2,7.2,1991
1991,"Mar","LE3.1",11.4,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.16,7.2,1991
1991,"Mar","LE3.1",11.4,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"36",0.36,7.2,1991
1991,"Mar","LE3.1",11.4,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"36",0.36,9,1991
1991,"Mar","LE3.1",11.4,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100",1.64,7.2,1991
1991,"Mar","LE3.2",12,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100",1.88,7.4,1991
1991,"Mar","LE3.2",12,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.96,8.8,1991
1991,"Mar","LE3.2",12,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.96,7.4,1991
1991,"Mar","LE3.2",12,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100",1.88,8.8,1991
1991,"Mar","LE3.2",12.1,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100",1.88,7.4,1991
1991,"Mar","LE3.2",12.1,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.96,8.8,1991
1991,"Mar","LE3.2",12.1,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.96,7.4,1991
1991,"Mar","LE3.2",12.1,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100",1.88,8.8,1991
1991,"Mar","LE3.4",12.5,"VA","October","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"44",0.56,7.4,1991
1991,"Mar","LE3.4",12.5,"VA","October","RAPPAHANNOCK RIVER","MIDDLE GROUND",37.683333,-76.473333,"96",1.36,7.4,1991
1991,"Mar","LE3.4",12.5,"VA","October","RAPPAHANNOCK RIVER","MIDDLE GROUND",37.683333,-76.473333,"96",1.36,8.7,1991
1991,"Mar","LE3.4",12.5,"VA","October","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"44",0.56,8.7,1991
1991,"Mar","LE3.7",13.23,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100",1.64,7.5,1991
1991,"Mar","LE3.7",13.23,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,"100",2.28,7.5,1991
1991,"Mar","LE3.7",13.23,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,"92",2.08,7.5,1991
1991,"Mar","LE4.2",16.4,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"45",0.6,9.6,1991
1991,"Mar","LE4.2",16.4,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"45",0.6,10.4,1991
1991,"Mar","LE4.2",16.4,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"36",0.6,9.6,1991
1991,"Mar","LE4.2",16.4,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"36",0.6,10.4,1991
1991,"Mar","LE4.2",17.2,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"45",0.6,9.6,1991
1991,"Mar","LE4.2",17.2,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"45",0.6,10.4,1991
1991,"Mar","LE4.2",17.2,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"36",0.6,9.6,1991
1991,"Mar","LE4.2",17.2,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"36",0.6,10.4,1991
1991,"Mar","LE5.1",0.3,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"88",1.04,9.7,1991
1991,"Mar","LE5.1",0.3,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"88",1.04,11.1,1991
1991,"Mar","LE5.1",0.5,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"88",1.04,9.7,1991
1991,"Mar","LE5.1",0.5,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"88",1.04,11.1,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.96,9.3,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",2.2,9.3,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",2.2,10.3,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.52,9.3,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.52,10.3,1991
1991,"Mar","LE5.2",4.7,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.96,10.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.96,9.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",2.2,9.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",2.2,10.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.52,9.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.52,10.3,1991
1991,"Mar","LE5.2",6.4,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.96,10.3,1991
1991,"Mar","RET3.1",5,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",2.8,9.4,1991
1991,"Mar","RET3.1",5,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"80",2,7,1991
1991,"Mar","RET3.1",5,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",5,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",5,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"80",2,9.4,1991
1991,"Mar","RET3.1",5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10",0.3,7,1991
1991,"Mar","RET3.1",5,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",5,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",5,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",5,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",5,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",5,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",2.8,7,1991
1991,"Mar","RET3.1",5,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10",0.3,9.4,1991
1991,"Mar","RET3.1",3.5,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",2.8,9.4,1991
1991,"Mar","RET3.1",3.5,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"80",2,7,1991
1991,"Mar","RET3.1",3.5,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",3.5,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",3.5,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"80",2,9.4,1991
1991,"Mar","RET3.1",3.5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10",0.3,7,1991
1991,"Mar","RET3.1",3.5,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",3.5,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",3.5,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",3.5,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,7,1991
1991,"Mar","RET3.1",3.5,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",3.5,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",2.8,7,1991
1991,"Mar","RET3.1",3.5,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,9.4,1991
1991,"Mar","RET3.1",3.5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10",0.3,9.4,1991
1991,"Mar","RET3.2",9.9,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88",1.12,9.4,1991
1991,"Mar","RET3.2",9.9,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8",0.08,6.9,1991
1991,"Mar","RET3.2",9.9,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8",0.08,9.4,1991
1991,"Mar","RET3.2",9.9,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88",1.12,6.9,1991
1991,"Mar","RET3.2",7,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88",1.12,9.4,1991
1991,"Mar","RET3.2",7,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8",0.08,6.9,1991
1991,"Mar","RET3.2",7,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8",0.08,9.4,1991
1991,"Mar","RET3.2",7,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88",1.12,6.9,1991
1991,"Mar","RET4.3",8.7,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"4",0.04,10.4,1991
1991,"Mar","RET4.3",8.7,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"4",0.04,10.8,1991
1991,"Mar","RET4.3",5.7,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"4",0.04,10.4,1991
1991,"Mar","RET4.3",5.7,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"4",0.04,10.8,1991
1991,"Mar","WE4.1",17.16,"VA","September","MOBJACK BAY","TOW STAKE",37.338883,-76.386117,"100",1.52,7.5,1991
1991,"Mar","WE4.1",17.16,"VA","September","MOBJACK BAY","PULTZ BAR",37.35305,-76.352783,"100",1.48,7.5,1991
1991,"Mar","WE4.1",17.16,"VA","September","PIANKATANK RIVER","GINNEY POINT",37.3533333,-76.4,"100",3.08,7.5,1991
1991,"May","CB3.2",3.72,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20",0.5,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100",2.8,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80",2.5,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.3,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.3,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100",4,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27",0.7,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80",2.5,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100",4,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20",0.5,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100",2.8,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83",2.8,20.2,1991
1991,"May","CB3.2",3.72,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83",2.8,16.6,1991
1991,"May","CB3.2",3.72,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27",0.7,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20",0.5,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100",2.8,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80",2.5,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.3,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.3,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100",4,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27",0.7,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80",2.5,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100",4,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20",0.5,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100",2.8,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83",2.8,20.2,1991
1991,"May","CB3.2",2.19,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83",2.8,16.6,1991
1991,"May","CB3.2",2.19,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27",0.7,16.6,1991
1991,"May","CB3.3W",7.05,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23",0.3,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",5.6,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97",3,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"27",0.9,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"27",0.9,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",4.4,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100",4.5,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",1.1,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",5.6,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23",0.3,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",1.1,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100",4.5,17.9,1991
1991,"May","CB3.3W",7.05,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",4.4,20.1,1991
1991,"May","CB3.3W",7.05,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97",3,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23",0.3,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",5.6,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97",3,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"27",0.9,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"27",0.9,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",4.4,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100",4.5,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",1.1,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",5.6,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23",0.3,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",1.1,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100",4.5,17.9,1991
1991,"May","CB3.3W",4.48,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",4.4,20.1,1991
1991,"May","CB3.3W",4.48,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97",3,20.1,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",0.8,17.6,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",0.8,18.8,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"84",1.08,17.6,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"88",1.2,18.8,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"84",1.08,18.8,1991
1991,"May","CB5.4",12.97,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"88",1.2,17.6,1991
