"Year","Month","MonitoringLocation","SampleDate","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","oysteryear","WTEMP"
1995,"Jun","ET5.1",1995-06-06,0.11,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1995,24.5
1995,"Jun","ET5.1",1995-06-06,0.11,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1995,24.5
1995,"Jun","ET5.2",1995-06-06,10.63,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1995,23.4
1995,"Jun","ET6.2",1995-06-07,10.5,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1995,23.9
1995,"Jun","LE2.2",1995-06-05,9.59,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1995,24.2
1995,"Jun","LE5.1",1995-06-20,1.9,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1995,25.6
1995,"Jun","LE5.2",1995-06-20,8.4,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1995,25
1995,"Jun","LE5.2",1995-06-20,8.4,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1995,25
1995,"Jun","LE5.2",1995-06-20,8.4,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1995,25
1995,"Jun","RET3.1",1995-06-08,7.1,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1995,25.6
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63",1.65789473684211,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83",2.88,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.16666666666667,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83",3.14,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73",2.59090909090909,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67",2.825,1995,4.1
1995,"Mar","CB3.2",1995-03-08,7.12,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20",0.916666666666667,1995,4.1
1995,"Mar","CB3.3W",1995-03-07,9.4,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",1.81818181818182,1995,4.6
1995,"Mar","CB3.3W",1995-03-07,9.4,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97",3.24137931034483,1995,4.6
1995,"Mar","CB3.3W",1995-03-07,9.4,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63",3.26315789473684,1995,4.6
1995,"Mar","CB3.3W",1995-03-07,9.4,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",3.26923076923077,1995,4.6
1995,"Mar","CB3.3W",1995-03-07,9.4,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93",2.66071428571429,1995,4.6
1995,"Mar","EE3.0",1995-03-23,13.79,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90",3.22222222222222,1995,12
1995,"Mar","EE3.0",1995-03-23,13.79,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",2.625,1995,12
1995,"Mar","EE3.1",1995-03-23,14.53,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90",3.01851851851852,1995,10.6
1995,"Mar","EE3.1",1995-03-23,14.53,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93",3.42592592592593,1995,10.6
1995,"Mar","EE3.1",1995-03-23,14.53,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83",3.46,1995,10.6
1995,"Mar","EE3.1",1995-03-23,14.53,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100",3.66666666666667,1995,10.6
1995,"Mar","ET4.2",1995-03-08,12.13,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67",3.2,1995,4.8
1995,"Mar","ET4.2",1995-03-08,12.13,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89",3.3,1995,4.8
1995,"Mar","ET4.2",1995-03-08,12.13,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"70",2.9047619047619,1995,4.8
1995,"Mar","ET4.2",1995-03-08,12.13,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",3.35185185185185,1995,4.8
1995,"Mar","ET5.1",1995-03-08,0.21,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1995,8.7
1995,"Mar","ET5.1",1995-03-08,0.21,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1995,8.7
1995,"Mar","ET5.2",1995-03-07,11.21,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1995,5.4
1995,"Mar","ET6.2",1995-03-08,8.89,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1995,9.9
1995,"Mar","LE2.2",1995-03-06,12,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1995,5.5
1995,"Mar","LE5.1",1995-03-23,1.3,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1995,13.4
1995,"Mar","LE5.2",1995-03-23,9.4,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1995,12.3
1995,"Mar","LE5.2",1995-03-23,9.4,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1995,12.3
1995,"Mar","LE5.2",1995-03-23,9.4,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1995,12.3
1995,"Mar","RET3.1",1995-03-14,5.4,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1995,10.3
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73",2.59090909090909,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67",2.825,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20",0.916666666666667,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.16666666666667,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83",3.14,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63",1.65789473684211,1995,15.4
1995,"May","CB3.2",1995-05-10,7.05,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83",2.88,1995,15.4
1995,"May","CB3.3W",1995-05-09,9.01,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63",3.26315789473684,1995,15.7
1995,"May","CB3.3W",1995-05-09,9.01,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93",2.66071428571429,1995,15.7
1995,"May","CB3.3W",1995-05-09,9.01,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",1.81818181818182,1995,15.7
1995,"May","CB3.3W",1995-05-09,9.01,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97",3.24137931034483,1995,15.7
1995,"May","CB3.3W",1995-05-09,9.01,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",3.26923076923077,1995,15.7
1995,"May","EE3.0",1995-05-11,14.8,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90",3.22222222222222,1995,18.4
1995,"May","EE3.0",1995-05-11,14.8,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",2.625,1995,18.4
1995,"May","EE3.1",1995-05-11,15.54,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90",3.01851851851852,1995,17.5
1995,"May","EE3.1",1995-05-11,15.54,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93",3.42592592592593,1995,17.5
1995,"May","EE3.1",1995-05-11,15.54,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100",3.66666666666667,1995,17.5
1995,"May","EE3.1",1995-05-11,15.54,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83",3.46,1995,17.5
1995,"May","ET4.2",1995-05-10,9.98,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89",3.3,1995,16.1
1995,"May","ET4.2",1995-05-10,9.98,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",3.35185185185185,1995,16.1
1995,"May","ET4.2",1995-05-10,9.98,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67",3.2,1995,16.1
1995,"May","ET4.2",1995-05-10,9.98,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"70",2.9047619047619,1995,16.1
1995,"May","ET5.1",1995-05-09,0.19,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1995,19
1995,"May","ET5.1",1995-05-09,0.19,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1995,19
1995,"May","ET5.2",1995-05-09,9.85,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1995,16.8
1995,"May","ET6.2",1995-05-11,9.59,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1995,18.7
1995,"May","LE2.2",1995-05-08,11.8,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1995,15.8
1995,"May","LE5.1",1995-05-23,2.6,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1995,23
1995,"May","LE5.2",1995-05-23,10.4,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1995,22.1
1995,"May","LE5.2",1995-05-23,10.4,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1995,22.1
1995,"May","LE5.2",1995-05-23,10.4,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1995,22.1
1995,"May","RET3.1",1995-05-16,4.5,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1995,20.5
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67",2.825,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20",0.916666666666667,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.16666666666667,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73",2.59090909090909,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83",2.88,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63",1.65789473684211,1996,6.6
1995,"Nov","CB3.2",1995-11-17,1.29,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83",3.14,1996,6.6
1995,"Nov","EE3.0",1995-11-20,16.49,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90",3.22222222222222,1996,7.2
1995,"Nov","EE3.0",1995-11-20,16.49,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",2.625,1996,7.2
1995,"Nov","EE3.1",1995-11-20,18.41,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93",3.42592592592593,1996,7.9
1995,"Nov","EE3.1",1995-11-20,18.41,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100",3.66666666666667,1996,7.9
1995,"Nov","EE3.1",1995-11-20,18.41,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90",3.01851851851852,1996,7.9
1995,"Nov","EE3.1",1995-11-20,18.41,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83",3.46,1996,7.9
1995,"Nov","ET4.2",1995-11-16,12,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"70",2.9047619047619,1996,7.3
1995,"Nov","ET4.2",1995-11-16,12,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67",3.2,1996,7.3
1995,"Nov","ET4.2",1995-11-16,12,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89",3.3,1996,7.3
1995,"Nov","ET4.2",1995-11-16,12,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",3.35185185185185,1996,7.3
1995,"Nov","ET5.1",1995-11-14,0.54,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1996,8.3
1995,"Nov","ET5.1",1995-11-14,0.54,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1996,8.3
1995,"Nov","ET5.2",1995-11-14,12.79,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1996,8.5
1995,"Nov","ET6.2",1995-11-20,12.2,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1996,7.6
1995,"Nov","LE2.2",1995-11-13,17.04,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1996,11.6
1995,"Nov","LE5.1",1995-11-20,6.1,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1996,9.6
1995,"Nov","LE5.2",1995-11-20,15,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1996,9.6
1995,"Nov","LE5.2",1995-11-20,15,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1996,9.6
1995,"Nov","LE5.2",1995-11-20,15,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1996,9.6
1995,"Nov","RET3.1",1995-11-27,6,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1996,7.1
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83",2.88,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67",2.825,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20",0.916666666666667,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73",2.59090909090909,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63",1.65789473684211,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.16666666666667,1995,20.8
1995,"Oct","CB3.2",1995-10-04,13.79,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83",3.14,1995,20.8
1995,"Oct","CB3.3W",1995-10-03,15.61,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63",3.26315789473684,1995,22.1
1995,"Oct","CB3.3W",1995-10-03,15.61,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",3.26923076923077,1995,22.1
1995,"Oct","CB3.3W",1995-10-03,15.61,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97",3.24137931034483,1995,22.1
1995,"Oct","CB3.3W",1995-10-03,15.61,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93",2.66071428571429,1995,22.1
1995,"Oct","CB3.3W",1995-10-03,15.61,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",1.81818181818182,1995,22.1
1995,"Oct","EE3.0",1995-10-04,18.62,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90",3.22222222222222,1995,21.3
1995,"Oct","EE3.0",1995-10-04,18.62,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",2.625,1995,21.3
1995,"Oct","EE3.1",1995-10-04,19.52,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90",3.01851851851852,1995,21
1995,"Oct","EE3.1",1995-10-04,19.52,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83",3.46,1995,21
1995,"Oct","EE3.1",1995-10-04,19.52,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100",3.66666666666667,1995,21
1995,"Oct","EE3.1",1995-10-04,19.52,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93",3.42592592592593,1995,21
1995,"Oct","ET4.2",1995-10-04,15.61,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67",3.2,1995,20.8
1995,"Oct","ET4.2",1995-10-04,15.61,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89",3.3,1995,20.8
1995,"Oct","ET4.2",1995-10-04,15.61,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",3.35185185185185,1995,20.8
1995,"Oct","ET4.2",1995-10-04,15.61,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"70",2.9047619047619,1995,20.8
1995,"Oct","ET5.1",1995-10-03,4.96,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1995,21.2
1995,"Oct","ET5.1",1995-10-03,4.96,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1995,21.2
1995,"Oct","ET5.2",1995-10-03,14.26,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1995,20.5
1995,"Oct","ET6.2",1995-10-04,16.77,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1995,21.4
1995,"Oct","LE2.2",1995-10-02,15.81,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1995,20.9
1995,"Oct","LE5.1",1995-10-19,8.9,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1995,19.8
1995,"Oct","LE5.2",1995-10-19,16,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1995,19.3
1995,"Oct","LE5.2",1995-10-19,16,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1995,19.3
1995,"Oct","LE5.2",1995-10-19,16,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1995,19.3
1995,"Oct","RET3.1",1995-10-12,8.3,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1995,21.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"83",3.14,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.16666666666667,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"20",0.916666666666667,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67",2.825,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63",1.65789473684211,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"73",2.59090909090909,1995,25.2
1995,"Sep","CB3.2",1995-09-07,13.73,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83",2.88,1995,25.2
1995,"Sep","CB3.3W",1995-09-06,15.07,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"93",2.66071428571429,1995,26
1995,"Sep","CB3.3W",1995-09-06,15.07,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"63",3.26315789473684,1995,26
1995,"Sep","CB3.3W",1995-09-06,15.07,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",1.81818181818182,1995,26
1995,"Sep","CB3.3W",1995-09-06,15.07,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97",3.24137931034483,1995,26
1995,"Sep","CB3.3W",1995-09-06,15.07,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87",3.26923076923077,1995,26
1995,"Sep","EE3.0",1995-09-20,18.62,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",2.625,1995,22.3
1995,"Sep","EE3.0",1995-09-20,18.62,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"90",3.22222222222222,1995,22.3
1995,"Sep","EE3.1",1995-09-07,18.41,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"90",3.01851851851852,1995,25.1
1995,"Sep","EE3.1",1995-09-07,18.41,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"100",3.66666666666667,1995,25.1
1995,"Sep","EE3.1",1995-09-07,18.41,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"93",3.42592592592593,1995,25.1
1995,"Sep","EE3.1",1995-09-07,18.41,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"83",3.46,1995,25.1
1995,"Sep","ET4.2",1995-09-06,13.79,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"70",2.9047619047619,1995,26.3
1995,"Sep","ET4.2",1995-09-06,13.79,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",3.35185185185185,1995,26.3
1995,"Sep","ET4.2",1995-09-06,13.79,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"89",3.3,1995,26.3
1995,"Sep","ET4.2",1995-09-06,13.79,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67",3.2,1995,26.3
1995,"Sep","ET5.1",1995-09-06,3.78,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"43",2,1995,25.9
1995,"Sep","ET5.1",1995-09-06,3.78,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87",3.65384615384615,1995,25.9
1995,"Sep","ET5.2",1995-09-06,13.19,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87",3.38461538461538,1995,25.4
1995,"Sep","ET6.2",1995-09-20,15.34,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90",3.26415094339623,1995,22.1
1995,"Sep","LE2.2",1995-09-05,13.86,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"93",2.71428571428571,1995,25.4
1995,"Sep","LE5.1",1995-09-21,11,"VA","October","JAMES RIVER","DEEP WATER SHOAL",37.148883,-76.63555,"60",0.68,1995,23.9
1995,"Sep","LE5.2",1995-09-21,17.9,"VA","October","JAMES RIVER","WRECK SHOAL",37.060283,-76.572217,"100",1.24,1995,23.7
1995,"Sep","LE5.2",1995-09-21,17.9,"VA","October","JAMES RIVER","POINT OF SHOALS",37.07695,-76.643333,"100",2.2,1995,23.7
1995,"Sep","LE5.2",1995-09-21,17.9,"VA","October","JAMES RIVER","HORSEHEAD ROCK",37.106883,-76.634267,"100",1.4,1995,23.7
1995,"Sep","RET3.1",1995-09-07,10.7,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"13",1.75,1995,25.6
1996,"Apr","CB3.2",1996-04-10,3.24,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"67",2.35,1996,7.4
1996,"Apr","CB3.2",1996-04-10,3.24,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"80",2.35416666666667,1996,7.4
1996,"Apr","CB3.2",1996-04-10,3.24,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"83",2.5,1996,7.4
1996,"Apr","CB3.2",1996-04-10,3.24,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"13",3.5,1996,7.4
1996,"Apr","CB3.2",1996-04-10,3.24,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"83",2.88,1996,7.4
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"50",2.33333333333333,1996,7.6
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"83",2.6,1996,7.6
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",3.25,1996,7.6
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"67",1.875,1996,7.6
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"60",2.86111111111111,1996,7.6
1996,"Apr","CB3.3W",1996-04-09,6.06,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47",2.66666666666667,1996,7.6
1996,"Apr","CB5.4",1996-04-12,8.5,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"76",0.84,1996,8.1
1996,"Apr","CB5.4",1996-04-12,8.5,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"88",1.28,1996,8.1
